NOMREG;NOMDEP;NOM DU MUSEE;ADR;CP;VILLE;SITWEB
LANGUEDOC-ROUSSILLON;AUDE;Musée Petiet;"Promenade du Tivoli
B.P. 88";11304;LIMOUX;www.limoux.fr/fr/tourisme/musee_petiet.html
LANGUEDOC-ROUSSILLON;AUDE;Musée Archéologique;B.P. 823;11108;NARBONNE;www.mairie-narbonne.fr
LANGUEDOC-ROUSSILLON;AUDE;Musée d'Art et d'Histoire;B.P. 823;11108;NARBONNE;www.mairie-narbonne.ff
LANGUEDOC-ROUSSILLON;AUDE;Musée Archéologique;Allée des Potiers;11590;SALLELES D'AUDE;http://culture.legrandnarbonne.com/421-amphoralis.html - www.amphoralis.com
LANGUEDOC-ROUSSILLON;AUDE;Musée des Corbières;Place de la Libération;11130;SIGEAN;www.sigean.fr - site de la ville
LANGUEDOC-ROUSSILLON;GARD;Musée du Colombier;Rue Jean Mayodon;30100;ALES;site de la ville - www.ville-ales.fr
LANGUEDOC-ROUSSILLON;GARD;Musée-Bibliothèque Pierre-André Benoît;"Rue de Brouzen
Pôle culturel de Rochebelle";30100;ALES;site de la ville - www.ville-ales.fr
LANGUEDOC-ROUSSILLON;GARD;Musée Albert André;"Hôtel de ville
place Mallet";30200;BAGNOLS-SUR-CEZE;Site dela ville ou Site du conseil général
LANGUEDOC-ROUSSILLON;GARD;Musée Léon Alègre;24, avenue Paul Langevin;30200;BAGNOLS-SUR-CEZE;Site de la ville ou site du conseil général
LANGUEDOC-ROUSSILLON;GARD;Musée Municipal de la Vignasse;"Mairie
Rue de l'Hôtel de ville";30300;BEAUCAIRE;www.beaucaire.fr/spip.php?article65
LANGUEDOC-ROUSSILLON;GARD;Musée Cévenol;1, Rue des Calquières;30120;LE VIGAN;www.museecevenol.com
LANGUEDOC-ROUSSILLON;GARD;Musée Archéologique;13, Boulevard Amiral Courbet;30000;NIMES;www.nimes.fr/index.php?id=280
LANGUEDOC-ROUSSILLON;GARD;Musée des Cultures Taurines;6, Rue Alexandre Ducros;30000;NIMES;http://www.nimes.fr/index.php?id=282
LANGUEDOC-ROUSSILLON;GARD;Musée du Vieux Nîmes;Place aux Herbes;30000;NIMES;www.nimes.fr/index.php?id=283
LANGUEDOC-ROUSSILLON;GARD;Carré d'Art Musée d'Art Contemporain de Nîmes;Place de la Maison Carrée;30031;NIMES 1;www.carreartmusee.nimes.fr
LANGUEDOC-ROUSSILLON;GARD;Musée des Beaux-Arts;Rue Cité Foulc;30033;NIMES 9;www.nimes.fr
LANGUEDOC-ROUSSILLON;GARD;Musée d'Histoire Naturelle et de Préhistoire;13 Bis, Bd Amiral Courbet;30033;NIMES 9;site de la ville - www.nimes.fr
LANGUEDOC-ROUSSILLON;GARD;Musée Départemental d'Art Sacré;"Maison des Chevaliers
2, Rue Saint-Jacques";30130;PONT-SAINT-ESPRIT;http://www.gard-provencal.com/musees/artsacre.htm
LANGUEDOC-ROUSSILLON;GARD;Musée Paul Raymond;Place de l'Ancienne Mairie;30130;PONT-SAINT-ESPRIT;http://www.gard-provencal.com/musees/praymond.htm
LANGUEDOC-ROUSSILLON;GARD;Musée de la Maison Romane;"Place de la Maison Romane
B.P. 77";30800;SAINT-GILLES-DU-GARD;http://saint-gilles.fr/musee-de-la-maison-romane
LANGUEDOC-ROUSSILLON;GARD;Musée des Vallées Cévenoles;B.P. 08;30270;SAINT-JEAN DU GARD;www.museedescevennes.com
LANGUEDOC-ROUSSILLON;GARD;Musée Municipal Georges Borias;BP 103;30701;UZES;http://uzesmusee.blogspot.fr/ ou http://www.uzes-tourisme.com/sitefr/musees/borias.htm
LANGUEDOC-ROUSSILLON;GARD;Musée Pierre de Luxembourg;3, Rue de la République;30400;VILLENEUVE-LES-AVIGNON;Site du conseil général
LANGUEDOC-ROUSSILLON;HERAULT;Musée Agathois;5 rue de la Fraternité;34300;AGDE;
LANGUEDOC-ROUSSILLON;HERAULT;Musée des Beaux-Arts de Béziers;Place de la Révolution;34500;BEZIERS;www.ville-beziers.fr/culture/02.cfm
LANGUEDOC-ROUSSILLON;HERAULT;Musée du Biterrois;"Rampe du 96ème
caserne Saint Jacques";34500;BEZIERS;Site de la ville
LANGUEDOC-ROUSSILLON;HERAULT;Muséum d'Histoire Naturelle;15 Place Pierre Semard;34500;BEZIERS;Site de la ville
LANGUEDOC-ROUSSILLON;HERAULT;Musée de l'Etang de Thau;Quai du Port de Pêche;34140;BOUZIGUES;www.bouzigues.fr/musee
LANGUEDOC-ROUSSILLON;HERAULT;Musée Municipal;4 bis, Rue Lucien Salette;34110;FRONTIGNAN-LA-PEYRADE;site de la ville - www.ville-frontignan.fr
LANGUEDOC-ROUSSILLON;HERAULT;Musée de la Cloche et de la Sonnaille;"Espace Campanaire André-Malraux
Avenue de la Gare";34600;HEREPIAN;www.mairieherepian.fr/decouvrir-herepian/musee-de-la-cloche-et-de-la-sonnaille/ -  www.ot-lamaloulesbains.fr
LANGUEDOC-ROUSSILLON;HERAULT;Site Archéologique Lattara - Musée Henri Prades de Montpellier Agglomération;390, Avenue de Pérols;34970;LATTES Cédex;www.montpellier-agglo.com/museearcheo
LANGUEDOC-ROUSSILLON;HERAULT;Musée de l'Ephèbe;Mas de La Clape;34300;LE CAP D'AGDE;Site créé en décembre 2012
LANGUEDOC-ROUSSILLON;HERAULT;Musée Intercommunal du Pic Saint-Loup;1, Rue du Musée;34270;LES MATELLES;www.cc-picsaintloup.fr
LANGUEDOC-ROUSSILLON;HERAULT;Musée Fleury;"Hôtel du Cardinal de Fleury
Square Georges Auric";34700;LODEVE;www.museedelodeve.fr
LANGUEDOC-ROUSSILLON;HERAULT;Musée Archéologique;Place du Monument aux Morts;34210;MINERVE;
LANGUEDOC-ROUSSILLON;HERAULT;Musée de l'Hôtel d'Espeyran;6, bis rue Montpelliéret;34000;MONTPELLIER;www.montpellier-agglo.com
LANGUEDOC-ROUSSILLON;HERAULT;Musée Fabre;13, rue Montpellieret;34000;MONTPELLIER;www.montpellier-agglo.com/museefabre
LANGUEDOC-ROUSSILLON;HERAULT;Musée Languedocien;"Hôtel des Trésoriers de France
7, Rue Jacques-Cœur";34000;MONTPELLIER;www.musee-languedocien.com
LANGUEDOC-ROUSSILLON;HERAULT;Musée du Vieux Montpellier;"Hôtel de Varennes
2, Place Pétrarque";34000;MONTPELLIER;www.montpellier.fr/3803-manifestations-culturelles.htm
LANGUEDOC-ROUSSILLON;HERAULT;Agropolis-Muséum;951, Avenue Agropolis;34394;MONTPELLIER 5;www.museum.agropolis.fr
LANGUEDOC-ROUSSILLON;HERAULT;Musée Municipal;"Hôtel de ville
Rue des Lavoirs";34570;MURVIEL-LES-MONTPELLIER;www.ville-murviel-les-montpellier.fr
LANGUEDOC-ROUSSILLON;HERAULT;Musée de Vulliod Saint-Germain;3, Rue Albert-Paul Allies;34120;PEZENAS;Site de la ville
LANGUEDOC-ROUSSILLON;HERAULT;Musée de Préhistoire Régionale et du Mégalithisme;8, Grand'Rue;34220;SAINT-PONS-DE-THOMIERES;www.pays-saintponais.com
LANGUEDOC-ROUSSILLON;HERAULT;Musée Paul Valéry;148, Rue François Desnoyer;34200;SETE;www.museepaulvalery-sete.fr
LANGUEDOC-ROUSSILLON;LOZERE;Musée Ignon Fabre;3, Rue de l'Epine;48000;MENDE;
LANGUEDOC-ROUSSILLON;LOZERE;Ecomusée du Mont Lozère;Route de Finiels;48220;PONT DE MONTVERT;www.mescevennes.com/decouvertes/ecomusee_loz.htm
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;Musée départemental d'Art Moderne;"8, Bd Maréchal Joffre
B.P. 60413";66403;CERET;www.musee-ceret.com
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;Musée d'Art Moderne - Fonds Peskè;"Villa Pams
Route de Port-Vendres";66190;COLLIOURE;www.collioure.net/musee.asp
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;Muséum d'Histoire Naturelle;12, Place  Fontaine Neuve;66000;PERPIGNAN;www.mairie-perpignan.fr
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;Musée Archéologique de Ruscino;Château Roussillon;66000;PERPIGNAN;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;Musée du Castillet Casa Pairal;"Mairie de Perpignan
B.P. 931";66931;PERPIGNAN;Site de la mairie - www.mairie-perpignan.fr
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;Musée Joseph Puig;"42, Avenue de Grande-Bretagne
B.P. 931";66931;PERPIGNAN;Site de la mairie - www.mairie-perpignan.fr
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;Musée Hyacinthe Rigaud;"16, rue de l'Ange
B.P. 931";66931;PERPIGNAN;Site de la mairie : www.mairie-perpignan.fr
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;Musée d'Archéologie Sous-Marine;Mairie;66660;PORT-VENDRES;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;Musée de Cerdagne;Cal Mateu;66800;SAINTE-LEOCADIE;www.museedecerdagne.com
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;Musée de Tautavel;Avenue Léon-Jean Grégory;66720;TAUTAVEL;www.450000ans.com ou www.cerptautavel.com
LIMOUSIN;CORREZE;Musée Labenche d'Art et d'Histoire;26 bis, boulevard Jules Ferry;19100;BRIVE-LA-GAILLARDE;www.musee-labenche.com ou www.brive.net
LIMOUSIN;CORREZE;Musée du Président Jacques Chirac;;19800;SARRAN;www.museepresidentjchirac.fr
LIMOUSIN;CORREZE;Musée du Cloître de Tulle André Mazeyrie;Place Monseigneur Berteaud;19000;TULLE;www.museecloitre-tulle.com ou www.ville-tulle.fr
LIMOUSIN;CORREZE;Musée de la Mémoire et des Industries Tullistes;1, Rue du 9 juin 1944;19000;TULLE;Site de la ville
LIMOUSIN;CORREZE;Musée du Pays d'Ussel;B.P. 63;19208;USSEL;http://www.ussel19.fr/culture-patrimoine/musee-du-pays-d-ussel.html
LIMOUSIN;CREUSE;Musée Départemental de la Tapisserie;"16, Avenue des Lissiers
B.P. 89";23200;AUBUSSON;www.cite-tapisserie.fr
LIMOUSIN;CREUSE;Musée d'Art et d'Archéologie;"Hôtel de la Sénatorerie
22, avenue de la Sénatorerie";23000;GUERET;www.ville-gueret.fr/culture/musee.php
LIMOUSIN;HAUTE VIENNE;Musée René Baubérot;1, place Saint-Thyrse;87290;CHATEAUPONSAC;www.museechateauponsac.com
LIMOUSIN;HAUTE VIENNE;Musée Municipal des Beaux-Arts de Limoges - Palais de l'Evêché;1, Place de l'Evêché;87000;LIMOGES;www.museebal.fr
LIMOUSIN;HAUTE VIENNE;Musée National Adrien Dubouché;8 bis, Place Winston Churchill;87000;LIMOGES;www.musee-adriendubouche.fr
LIMOUSIN;HAUTE VIENNE;Musée Départemental d'Art Contemporain;Place du Château;87600;ROCHECHOUART;www.musee-rochechouart.com
LORRAINE;MEURTHE ET MOSELLE;Les Sources d'Hercule;1, place Jean-Marie Keyser;54120;DENEUVRE;www.museehercule.com/
LORRAINE;MEURTHE ET MOSELLE;Musée de l'Histoire du Fer;"1, Avenue du Général de Gaulle
B.P. 15";54140;JARVILLE-LA-MALGRANGE;www.grand-nancy.org
LORRAINE;MEURTHE ET MOSELLE;Musée du Château de Montaigu;167, Rue Lucien Galtier;54410;LANEUVEVILLE-DEVANT-NANCY;http://www.nancy.fr/transver/coord.htm#muslor - Site du Grand Nancy
LORRAINE;MEURTHE ET MOSELLE;Musée Municipal des Emaux et Faïences;"Port de France
Rue de la Manutention";54400;LONGWY;http://http//www.mairie-longwy.fr
LORRAINE;MEURTHE ET MOSELLE;Musée du Château de Lunéville;Place de la Deuxième Division de Cavalerie;54300;LUNEVILLE;www.chateauluneville.cg54.fr - http://www.chateaudeslumieres.com
LORRAINE;MEURTHE ET MOSELLE;Musée des Beaux-Arts de Nancy;"3, Place Stanislas
B.P. 218";54004;NANCY;www.mairie-nancy.fr
LORRAINE;MEURTHE ET MOSELLE;Musée Historique Lorrain;"Palais Ducal
64, Grande Rue";54000;NANCY;http://www.nancy.fr/transver/coord.htm#muslor - Site du Grand Nancy
LORRAINE;MEURTHE ET MOSELLE;Musée de l'Ecole de Nancy;36-38, rue du Sergent Blandan;54000;NANCY;www.ecole-de-nancy.com
LORRAINE;MEURTHE ET MOSELLE;Musée de Zoologie - Aquarium Tropical;34, Rue Sainte-Catherine;54000;NANCY;www.man.uhp-nancy.fr
LORRAINE;MEURTHE ET MOSELLE;"Musée ""au Fil du Papier""";"Hôtel de la Monnaie
13, Rue Magot de Rogéville";54700;PONT-A-MOUSSON;Site de la ville
LORRAINE;MEURTHE ET MOSELLE;Musée d'Art et d'Histoire de Toul;25, Rue Gouvion Saint-Cyr;54200;TOUL;www.toul.fr
LORRAINE;MEUSE;Musée Barrois;Esplanade du Château;55000;BAR-LE-DUC;site de la ville - http://www.barleduc.fr
LORRAINE;MEUSE;Musée de la Céramique et de l'Ivoire;7, Avenue Carcano;55200;COMMERCY;
LORRAINE;MEUSE;Musée Jules Bastien-Lepage - Musée de la Fortification;"La Citadelle
B.P. 28";55600;MONTMEDY;www.tourisme-montmedy.fr
LORRAINE;MEUSE;Musée d'Art Sacré de la Meuse;Rue du Palais de Justice;55300;SAINT-MIHIEL;http://otsisaintmihiel.e-monsite.com
LORRAINE;MEUSE;Musée Départemental Raymond Poincaré;Clos Raymond Poincaré;55300;SAMPIGNY;http://www.cg55.fr
LORRAINE;MEUSE;Musée de la Bière et du Pays de Stenay;Rue de la Citadelle;55700;STENAY;www.musee-de-la-biere.com
LORRAINE;MEUSE;Musée d'Argonne;2, Rue Louis XVI;55270;VARENNES-EN-ARGONNE;site de la conservation : www.cg55.fr
LORRAINE;MEUSE;Musée Jeanne d'Arc;Hôtel de Ville;55140;VAUCOULEURS;
LORRAINE;MEUSE;Musée de la Princerie;16, Rue de la Belle Vierge;55100;VERDUN;www.musee-princerie.fr
LORRAINE;MOSELLE;Musée Départemental de la Guerre de 70;11, Rue de Metz;57130;GRAVELOTTE;http://www.cg57.fr/vivrelamoselle/Pages/Tourisme/museesdepartementaux/MuseeGravelotte.aspx
LORRAINE;MOSELLE;Musée Départemental du Sel;Porte de France;57630;MARSAL;Site du conseil général - www.mosellepassion.fr
LORRAINE;MOSELLE;Maison du Verre et du Cristal;Place Robert Schumann;57960;MEISENTHAL;http://www.musee-verre.webmuseo.com/
LORRAINE;MOSELLE;Musées de la Cour d'Or;2, Rue du Haut Poirier;57000;METZ;www.musee.metzmetropole.fr
LORRAINE;MOSELLE;Centre Pompidou de Metz;"1, Parvis des Droits-de-l'Homme
CS 90490";57020;METZ 1;www.centrepompidou-metz.fr
LORRAINE;MOSELLE;Musée des Mines de fer de Lorraine;Lieu dit Haméviller;57700;NEUFCHEF;www.musee.desminesdefer-lorraine.com
LORRAINE;MOSELLE;Musée de la Mine - Carreau Wendel;Parc Explor Wendel;57540;PETITE-ROSSELLE;www.musee-les-mineurs.fr
LORRAINE;MOSELLE;Musée Militaire et Erckmann-Chatrian;"Hôtel de Ville
Place d’Armes";57370;PHALSBOURG;www.phalsbourg.fr/La_culture__les_loisirs/Le_Musee
LORRAINE;MOSELLE;Musée du Pays de Sarrebourg;Rue de la Paix;57400;SARREBOURG;www.ville-sarrebourg.fr/Culture/Musee
LORRAINE;MOSELLE;Jardin d'Hiver, Musée de La Faïence;15-17, Rue Poincaré;57200;SARREGUEMINES;www.sarreguemines-museum.com
LORRAINE;MOSELLE;Moulin de la Blies - Musée des Techniques Faïencières;125, Avenue de la Blies;57200;SARREGUEMINES;www.sarreguemines-museum.com
LORRAINE;MOSELLE;La Tour aux Puces - Musée du Pays Thionvillois;"Cour du Château
B.P. 30352";57125;THIONVILLE;www.tourauxpuces.com
LORRAINE;MOSELLE;Musée Départemental Georges de la Tour;"Hôtel de la Monnaie
Rue Vignon";57630;VIC-SUR-SEILLE;www.cg57.fr/culture/1-8-delatour.asp
LORRAINE;VOSGES;Musée de l'Image;42 quai de Dogneville;88000;EPINAL;www.museedelimage.fr
LORRAINE;VOSGES;Musée Départemental d'Art Ancien et Contemporain;"1, Place Lagarde
B.P. 436";88011;EPINAL;Site du conseil général - www.vosges.fr
LORRAINE;VOSGES;Musée de la Lutherie;B.P. 189;88507;MIRECOURT;www.musee-lutherie-mirecourt.fr
LORRAINE;VOSGES;Musée Louis Français;30, Avenue Louis Français;88370;PLOMBIERES-LES-BAINS;site de la ville
LORRAINE;VOSGES;Musée Charles de Bruyères;70, Rue Charles de Gaulle;88200;REMIREMONT;www.remiremont.fr/culture/musees.php
LORRAINE;VOSGES;Musée Charles Friry;12, Rue du Général Humbert;88200;REMIREMONT;www.remiremont.fr/culture/musees.php
LORRAINE;VOSGES;Musée Pierre Noël - Musée de la Vie dans les Hautes-Vosges;11, rue Saint-Charles;88100;SAINT-DIE-DES-VOSGES;Site de la ville - www.ville-saintdie.fr
MARTINIQUE;MARTINIQUE;Musée Départemental d'Archéologie Précolombienne et de Préhistoire de la Martinique;9, rue de la Liberté;97200;FORT-DE-FRANCE;www.cg972.fr/mdap
MARTINIQUE;MARTINIQUE;Musée Régional d'Histoire et d'Ethnologie;10, Boulevard du Général de Gaulle;97200;FORT-DE-FRANCE - MARTINIQUE-;http://www.cr-martinique.fr/francais/institution/serv-region/musees/histoire_ethno.htm
MARTINIQUE;MARTINIQUE;Muséum d'Histoire Naturelle;B.P. 4030;97254;FORT-DE-FRANCE TERRE-SAINVILLE;
MARTINIQUE;MARTINIQUE;Musée de La Canne;Quartier Vatable;97229;LES TROIS ILETS;http://www.zananas-martinique.com/martinique-patrimoine/maison-de-la-canne.html
MARTINIQUE;MARTINIQUE;Ecomusée de la Martinique;Anse Figuier;97211;RIVIERE-PILOTE;/www.cr-martinique.fr/francais/institution/serv-region/musees/ecomusee.htm
MARTINIQUE;MARTINIQUE;Musée Volcanologique Franck Arnold Perret;Rue Victor Hugo;97250;SAINT-PIERRE;http://www.saintpierre-martinique.fr
MIDI-PYRENEES;ARIEGE;Musée Départemental de l'Ariège;Rue du Rocher;09000;FOIX;www.sesta.fr ou www.ariege.com/chateaufoix/index.html
MIDI-PYRENEES;ARIEGE;Musée du Textile et du Peigne en Corne;65, Rue Jean Jaurès;09300;LAVELANET;www.paysdolmes.org - www.geocities.com/amtpc2000
MIDI-PYRENEES;ARIEGE;Musée de la Préhistoire;Place de l'Eglise;09290;LE MAS D'AZIL;www.grotte-masdazil.com
MIDI-PYRENEES;ARIEGE;Musée de la Forge;Route de Paris;09330;MONTGAILHARD;www.sesta.fr
MIDI-PYRENEES;ARIEGE;Musée d'Archéologie;32, Village;09300;MONTSEGUR;Site de la ville : www.citaenet.com/montsegur
MIDI-PYRENEES;ARIEGE;Musée du Palais des Evêques;Route de Montjoie;09190;SAINT-LIZIER;Site du Service d'exploitation des sites touristiques de l'Ariège - www.sesta.fr ou www.grands-sites-ariege.fr
MIDI-PYRENEES;AVEYRON;Musée Régional de Géologie Pierre Vetter;Avenue Paul Ramadier;12300;DECAZEVILLE;www.decazeville.fr ou www.musees-midi-pyrenees.fr
MIDI-PYRENEES;AVEYRON;Musée des Mœurs et Coutumes, Musée du Rouergue;Place Frontin;12500;ESPALION;www.aveyron-culture.com
MIDI-PYRENEES;AVEYRON;Musée Joseph Vaylet;"Ancienne église St. Jean Baptiste
35, rue Droite";12500;ESPALION;www.tourisme-espalion.fr - http://www.museeduscaphandre.com
MIDI-PYRENEES;AVEYRON;Musée Municipal de Millau;"Hôtel de Pégayolles
Place du Maréchal Foch";12100;MILLAU;www.millauculture.fr ou www.ot-millau.fr
MIDI-PYRENEES;AVEYRON;Musée des Beaux-Arts Denys Puech;Place Georges Clemenceau;12000;RODEZ;http://musee-denys-puech.grand-rodez.com/
MIDI-PYRENEES;AVEYRON;Musée Fenaille;14, Place Eugène Raynaldy;12000;RODEZ;www.musee-fenaille.com ou www.grandrodez.com
MIDI-PYRENEES;AVEYRON;Musée Soulages;"Communauté d'agglomération du Grand Rodez
1, Place Adrien-Rozier - B.P. 531";12005;RODEZ;www.grand-rodez.com ou http://musee-soulages.grand-rodez.com/
MIDI-PYRENEES;AVEYRON;Musée Municipal d'archéologie;Rue Saint-Pierre;12250;ROQUEFORT-SUR-SOULZON;
MIDI-PYRENEES;AVEYRON;Musée des Arts et Métiers;;12330;SALLES-LA-SOURCE;www.musees-aveyron.fr
MIDI-PYRENEES;AVEYRON;Musée du Charroi Rural et de l'Artisanat Traditionnel;Ancienne Eglise Saint-Firmin;12120;SALMIECH;www.musee-charroi-rural-salmiech.fr
MIDI-PYRENEES;AVEYRON;Musée Municipal Urbain Cabrol;Place de la Fontaine;12200;VILLEFRANCHE-DE-ROUERGUE;www.villefranchederouergue.fr
MIDI-PYRENEES;GERS;Musée des Jacobins;4, Place Louis Blanc;32000;AUCH;www.musee-jacobins.auch.fr www.auch-tourisme.com ou site de la mairie
MIDI-PYRENEES;GERS;Musée de l'Armagnac;2, Rue Jules Ferry;32100;CONDOM;site du département : www.gers-gascogne.com
MIDI-PYRENEES;GERS;Musée Archéologique;Place de la République;32180;EAUZE;site du département : www.gers-gascogne.com ou site de la mairie
MIDI-PYRENEES;GERS;Musée Campanaire;Place de l'Hôtel de ville;32600;L'ISLE JOURDAIN;site du département : www.gers-gascogne.com
MIDI-PYRENEES;GERS;Musée d'Archéologie;"Place du Général de Gaulle
Hôtel de Ville";32700;LECTOURE;site du département : www.gers-gascogne.com
MIDI-PYRENEES;GERS;Musée Joseph Abeilhe;"Mairie de Marciac
19, Place de l'Hôtel de Ville";32230;MARCIAC;Site de la région : www.musees-midi-pyrenees.fr
MIDI-PYRENEES;GERS;Musée des Beaux-Arts et des Arts Décoratifs;13, rue de l'Evêché;32300;MIRANDE;site du département : www.gers-gascogne.com
MIDI-PYRENEES;HAUTE-GARONNE;Musée de Préhistoire;Avenue de Benabarre;31420;AURIGNAC;www.musee-aurignacien.com
MIDI-PYRENEES;HAUTE-GARONNE;Musée du Pays de Luchon;18, Allée d'Etigny;31110;BAGNERES-DE-LUCHON;www.luchon.com ou www.mairies-luchon.fr -www.musees-midi-pyrenees.fr
MIDI-PYRENEES;HAUTE-GARONNE;Musée Municipal;Place Henri Dulion;31220;MARTRES-TOLOSANE;www.tourisme-martres-tolosane.fr
MIDI-PYRENEES;HAUTE-GARONNE;Musée Archéologique Départemental;Bâtiment de l'Ancienne Gendarmerie;31510;SAINT-BERTRAND-DE-COMMINGES;http://www.musees-midi-pyrenees.fr/musees/musee-archeologique-departemental
MIDI-PYRENEES;HAUTE-GARONNE;Musée Municipal d'Art et d'Histoire;6, place de Mas Saint Pierre;31800;SAINT-GAUDENS;www.mairiestgaudens.fr
MIDI-PYRENEES;HAUTE-GARONNE;Musée des Augustins;21, rue de Metz;31000;TOULOUSE;www.augustins.org
MIDI-PYRENEES;HAUTE-GARONNE;Musée Saint-Raymond;Place Saint Sernin;31000;TOULOUSE;www.SaintRaymond.toulouse.fr
MIDI-PYRENEES;HAUTE-GARONNE;Musée des Transports et des Communications;93, avenue Jules Julien;31400;TOULOUSE;http://asptuit.free.fr
MIDI-PYRENEES;HAUTE-GARONNE;Musée du Vieux Toulouse;"Hôtel Dumay
7, Rue du May";31000;TOULOUSE;En projet
MIDI-PYRENEES;HAUTE-GARONNE;Musée Georges Labit;17, rue du Japon;31400;TOULOUSE;
MIDI-PYRENEES;HAUTE-GARONNE;Musée Paul Dupuy;13, Rue de la Pléau;31000;TOULOUSE;Site des musées de la région : www.musees-midi-pyrenees.fr/
MIDI-PYRENEES;HAUTE-GARONNE;Les Abattoirs, Musée d'Art Moderne et Contemporain;76, allées Charles-de-Fitte;31300;TOULOUSE;www.lesabattoirs.org
MIDI-PYRENEES;HAUTE-GARONNE;Muséum d'Histoire Naturelle;35, allées Jules Guesde;31000;TOULOUSE;www.museum.toulouse.fr
MIDI-PYRENEES;HAUTES-PYRENEES;Musée Bigourdan du Vieux Moulin;Rue Hount-Blanque;65200;BAGNERES-DE-BIGORRE;
MIDI-PYRENEES;HAUTES-PYRENEES;Musée Salies;Place des Thermes;65200;BAGNERES-DE-BIGORRE;www.museesbagneres.fr/
MIDI-PYRENEES;HAUTES-PYRENEES;Muséum d'Histoire Naturelle;7, Place des Thermes de Salut;65200;BAGNERES-DE-BIGORRE;www.museesbagneres.fr/
MIDI-PYRENEES;HAUTES-PYRENEES;Musée Pyrénéen;Château fort;65100;LOURDES;www.chateaufort-lourdes.fr ou site de la ville - http://www.lourdes-visite.com/
MIDI-PYRENEES;HAUTES-PYRENEES;Musée Municipal;Presbytère;65120;LUZ-SAINT-SAUVEUR;
MIDI-PYRENEES;HAUTES-PYRENEES;Musée-château Gaston Phébus;Château-Fort de Mauvezin;65130;MAUVEZIN;www.chateaudemauvezin.com
MIDI-PYRENEES;HAUTES-PYRENEES;Musée Massey;"Rue Achille Jubinal
Jardin Massey";65000;TARBES;www.musee-massey.com
MIDI-PYRENEES;LOT;Musée de Préhistoire de Cabrerets;"Centre de Préhistoire du Pech Merle
Mairie";46330;CABRERETS;www.pechmerle.com
MIDI-PYRENEES;LOT;Musée Henri Martin;792, Rue Emile Zola;46000;CAHORS;www.mairie-cahors.fr/musee
MIDI-PYRENEES;LOT;Musée d'Histoire de Figeac;"Rue Victor Delbos
Cour du Puy";46100;FIGEAC;http://www.musee-champollion.fr/
MIDI-PYRENEES;LOT;Musée Champollion - Les Ecriture du Monde;4, Rue des Frères Champollion;46100;FIGEAC;www.musee-champollion.fr et site de la ville
MIDI-PYRENEES;LOT;Musée Murat;Place de Tolentino;46240;LABASTIDE MURAT;site de l'association des amis du musée
MIDI-PYRENEES;LOT;"Musée Archéologique ""Armand-Viré""";Rue de la Ville;46140;LUZECH;http://www.ville-luzech.fr/musee-archeologique-armand-vire-luzech
MIDI-PYRENEES;LOT;Musée Gallo-Romain d'Uxellodunum;"Palais de la Raymondie
Place des Consuls";46600;MARTEL;
MIDI-PYRENEES;LOT;Musée d'Art Sacré;Parvis des Sanctuaires;46500;ROCAMADOUR;
MIDI-PYRENEES;LOT;Musée Départemental de Cuzals;;46330;SAULIAC-SUR-CELE;www.museeduquercy.com
MIDI-PYRENEES;LOT;Musée de l'Automate;Place de l'Abbaye;46200;SOUILLAC;www.musee-automate.fr
MIDI-PYRENEES;LOT;Musée Municipal;Mairie;46110;VAYRAC;http://www.vayrac.fr/uxellodunum.php?lg=fr
MIDI-PYRENEES;TARN;Musée Toulouse Lautrec;"Palais de la Berbie
B.P. 100";81003;ALBI;www.museetoulouselautrec.net
MIDI-PYRENEES;TARN;Musée Eugénie et Maurice Guérin;Château de Cayla;81140;ANDILLAC;http://musee-cayla.tarn.fr/
MIDI-PYRENEES;TARN;Musée Jean Jaurès;2, Place Pélisson;81100;CASTRES;www.ville-castres.fr ou www.musees-midi-pyrenees.fr/musees/centre-national-et-musee-jean-jaures/
MIDI-PYRENEES;TARN;Musée Goya;"Hôtel de Ville
B.P. 10406";81108;CASTRES;www.ville-castres.fr
MIDI-PYRENEES;TARN;Musée Charles Portal - Histoire et Patrimoine;"Porte des Ormeaux
1, Rue Saint-Michel";81170;CORDES-SUR-CIEL; http://musee-charles-portal.asso-web.com
MIDI-PYRENEES;TARN;Musée du protestantisme en Haut-Languedoc;"""La Ramade""";81260;FERRIERES;www.mpehl.org et www.musees-midi-pyrenees.fr
MIDI-PYRENEES;TARN;Musée de l'Abbaye Saint-Michel;Place Saint-Michel;81600;GAILLAC;site de la ville
MIDI-PYRENEES;TARN;Muséum d'histoire naturelle Philadelphe Thomas;Place Philadelphe Thomas;81600;GAILLAC;Site de la ville :  www.ville-gaillac.fr
